MLS,Status,Residential Styles,Address Number,Address Street,Zip,Map Coordinates,Community,Bedrooms Total,Baths Full,Baths Half,Estimated Square Feet,Year Built,DOMLS,List Price,Original Price,List Date Received,Sold Price,Close of Escrow Date
220000207,Sold,Detached,2526,Victoria,91901,,ALPINE,3,4,0,4154,1987,2,1100000,1100000,01/06/2022,1100000,02/03/2022
220000076,Sold,Townhome,5321,Calle Rockfish,92154,50J1,SAN DIEGO,3,2,1,2005,2018,6,615000,615000,01/04/2022,655000,01/28/2022
220000231,Pending,Detached,1183,Los Corderos,92078,1128C3,LAKE SAN MARCOS,2,2,0,1237,1978,28,739900,739900,01/06/2022,,
PTP2200068,Sold,Detached,10725,Wallingford,92126,,,4,3,,2231,1990,2,924900,924900,01/04/2022,1050000,01/31/2022
220000206,Sold,Detached,3228,30th,92104,,NORTH PARK,1,1,0,494,1922,8,550000,550000,01/06/2022,525000,02/14/2022
220000082,Pending,All Other Attached,3557,Kenora,91977,1271C5,SPRING VALLEY,2,2,0,877,1978,19,355900,355900,01/04/2022,,
220000061,Pending,Detached,1441,Al Bahr,92037,1227G6,LA JOLLA,4,2,0,1778,1959,50,2500000,2500000,01/04/2022,,
220000280,Sold,Detached,1004,24th,92102,,SAN DIEGO,3,2,1,2839,1911,5,1875000,1629900,01/06/2022,1875000,02/07/2022
220000329,Sold,Detached,4615,Cape May,92107,,OCEAN BEACH,3,2,1,1797,2002,21,1499950,1499950,01/07/2022,1430000,03/01/2022
PTP2200150,Sold,Detached,10154,Woodpark,92071,,,3,2,,1032,1973,4,699000,699000,01/07/2022,750000,02/03/2022
220000183,Sold,Detached,1120,Sidonia,92024,,ENCINITAS,5,3,2,3175,1982,5,2590000,2590000,01/06/2022,2705000,02/04/2022
220000331,Sold,Detached,3683,Jackdaw,92103,,MISSION HILLS,3,2,0,1460,1913,4,1399900,1399900,01/07/2022,1515000,02/01/2022
220000126,Sold,Detached,12609,Cijon,92129,1189F6,RANCHO PENASQUITOS,6,4,0,2743,1976,5,1350000,1350000,01/05/2022,1450000,02/07/2022
220000337,Sold,Detached,8842,Geraldine,92123,1249C6,SERRA MESA,3,2,0,1128,1957,7,849900,849900,01/07/2022,921000,02/04/2022
NDP2200210,Sold,"All Other Attached, Townhome",455,Fitzpatrick Rd,92069,,,3,2,1,1455,2021,8,655000,655000,01/13/2022,675000,02/03/2022
NDP2200082,Pending,"All Other Attached, Detached",1418,York,92084,,,4,3,,1412,1949,38,995000,1239000,01/04/2022,,
220000133,Sold,Detached,933,Paseo La Cresta,91910,,CHULA VISTA,4,3,1,2367,1998,7,899000,899000,01/05/2022,1085000,01/21/2022
220000141,Sold,Detached,2300,Lomica,92029,,SOUTHWEST ESCONDIDO,4,2,1,3484,1990,6,1300000,1300000,01/05/2022,1450000,02/10/2022
NDP2200200,Pending,Detached,3125,Gird Road,92028,,,4,3,0,3382,1979,33,999000,1049000,01/07/2022,,
210034122,Sold,Detached,7026,Estrella De Mar,92009,,LA COSTA,5,3,1,3720,1969,13,2299999,1999999,01/03/2022,2385000,02/22/2022
EV22003570,Sold,"All Other Attached, Townhome",300,Cricket,92071,,,3,2,1,1548,2022,3,721830,721830,01/07/2022,721605,03/11/2022
PW22003417,Sold,"All Other Attached, Townhome",1264,Los Arcos,91910,,,2,2,1,1130,1999,6,539900,539900,01/07/2022,555000,01/31/2022
220000388,Sold,All Other Attached,655,Columbia,92101,,DOWNTOWN,2,2,0,1066,1989,6,679000,679000,01/07/2022,725000,02/03/2022
NDP2201009,Sold,Detached,2049,Sunnycrest,92028,,,4,2,1,2464,1990,6,924900,924900,02/03/2022,1121000,03/02/2022
NDP2200275,Sold,Manufactured Home,1010,Palm Canyon,92004,,,2,2,0,1440,1971,5,45000,45000,01/07/2022,43500,02/21/2022
220001230,Sold,Detached,339,16th,91950,1309H2,NATIONAL CITY,3,2,1,1300,1960,0,699000,699000,02/01/2022,715000,03/02/2022
220000537,Pending,Detached,6088,Bounty,92120,,DELCERR337,4,3,0,3374,1966,15,1650000,1550000,01/10/2022,,
NDP2200221,Pending,Manufactured Home,650,Rancho Santa Fe Rd,92078,,,2,2,,1536,1977,2,200000,200000,10/01/2021,,
PTP2200280,Sold,Detached,3552,Fenelon,92106,,,4,2,1,2182,2000,7,2400000,2400000,01/13/2022,2508000,02/04/2022
220000597,Sold,All Other Attached,2220,Camino De La Reina,92108,,MISSION VALLEY,1,1,0,712,1992,0,450000,420000,01/30/2022,451597,02/11/2022
NDP2200241,Sold,Detached,3574,Durham,92056,,,4,2,0,1725,1980,4,849000,849000,01/09/2022,935000,01/20/2022
NDP2200399,Sold,Detached,367,Pico,92069,,,2,1,,732,1954,10,449999,449999,01/18/2022,535000,02/11/2022
SW22004472,Sold,Detached,4856,Edgeview,92020,,,4,1,,2366,1967,2,899000,899000,01/10/2022,940000,02/10/2022
PTP2200215,Sold,"Detached, Condominium",4844,68th Street,92115,,,2,2,,1098,1975,9,355000,355000,01/10/2022,374000,03/09/2022
220000484,Pending,All Other Attached,1855,Diamond,92109,1248A5,PACIFIC BEACH,2,2,0,900,1975,57,614000,639900,01/10/2022,,
220000403,Sold,Detached,4890,Del Mar Mesa,92130,,CARMEL VALLEY,7,5,1,6335,2003,28,4750000,4750000,01/08/2022,4550000,03/14/2022
PTP2200218,Sold,Detached,11604,Oak Creek Dr.,92040,,,3,2,,1739,1966,11,729000,729000,01/10/2022,720000,02/25/2022
NDP2200808,Sold,Detached,1109,Via Trieste,91911,,,4,2,,1718,1973,0,629000,629000,01/27/2022,625000,01/26/2022
210034163,Sold,Detached,15735,Via Santa Pradera,92131,,SCRIPPS RANCH,6,5,1,4968,2013,5,3385000,3385000,01/03/2022,3585000,02/11/2022
SW22001831,Sold,Detached,322,Sky Vista,92028,,,3,2,,1877,1950,5,705000,705000,01/06/2022,705000,02/04/2022
220000299,Sold,Detached,204,Cuyamaca,92020,,EL CAJON,3,2,0,1512,1948,14,799000,799000,01/07/2022,825000,02/28/2022
220000310,Sold,Townhome,8110,Winter Gardens,92040,,LAKESIDE,2,1,1,744,1979,4,355000,329900,01/07/2022,348750,01/31/2022
210034112,Sold,Detached,4163,Vista Grande,92115,,SAN DIEGO,2,1,0,1046,1951,10,689000,660000,01/03/2022,689000,02/09/2022
NDP2200146,Sold,Detached,23921,Barona Mesa,92065,,,3,2,1,2529,1987,7,699000,699000,01/06/2022,760000,02/08/2022
220000177,Sold,Detached,4852,Lantana,92105,1269J6,SAN DIEGO,2,1,0,680,1922,4,599000,599000,01/06/2022,612500,02/09/2022
220000354,Sold,Detached,849,Loganberry,92069,,SANMARSNMA,3,1,0,954,1982,2,649000,649000,01/07/2022,650000,02/07/2022
210034200,Sold,Detached,5332,Blackberry,92057,1067D7,OCEANSIDE,3,2,0,1258,1988,8,759000,759000,01/04/2022,759000,02/10/2022
220000222,Pending,All Other Attached,1325,Pacific,92101,,DOWNTOWNDT,2,2,0,1183,2009,39,1395000,1395000,01/06/2022,,
PTP2200020,Sold,"All Other Attached, Townhome",5107,La Cuenta,92124,,,4,2,1,1400,1974,10,625900,589900,01/02/2022,620000,02/07/2022
210034176,Sold,All Other Attached,3633,Indiana,92103,,HILLCREST,2,2,0,975,1981,8,599000,599000,01/03/2022,650000,02/18/2022
220000179,Sold,Detached,2540,Presidio,92103,,MISSION HILLS,6,4,3,4141,1939,13,3499000,3499000,01/06/2022,3464000,03/04/2022
210034144,Active,Detached,25324,Potrero Valley,91963,,POTRERO,6,4,0,2400,2008,38,599000,599000,01/03/2022,,
210034148,Sold,All Other Attached,215,Camlau,91911,,CHULA VISTA,2,2,0,1125,1987,15,495000,465000,01/03/2022,515000,02/09/2022
220000063,Sold,All Other Attached,3027,Via Amador,92010,,CARLSBAD WEST,3,2,0,1104,1988,12,645000,645000,01/04/2022,733000,03/04/2022
SB21268694,Sold,Detached,1046,Cajon Greens,92021,,,3,2,,1099,1983,16,629000,629000,01/06/2022,700000,03/07/2022
NDP2200134,Sold,Detached,3342,Donna,92008,,,3,1,,1454,1948,0,1375000,1375000,01/15/2022,1425000,02/04/2022
NDP2200096,Sold,Detached,4722,Crestmont Pl,92056,,,4,2,1,1742,1989,5,1050000,915000,01/05/2022,1060000,01/31/2022
220000096,Sold,Detached,985,Monserate,91911,1330F1,CHULA VISTA,4,2,0,1275,1956,9,724900,724900,01/05/2022,775000,02/01/2022
220000079,Pending,Detached,9401,Mast,92071,1231B5,SANTEE,3,2,0,950,1960,47,719000,725000,01/04/2022,,
210034069,Sold,All Other Attached,206,Park,92101,,DOWNTOWNDT,1,1,0,735,2006,0,495000,495000,01/01/2022,505000,01/26/2022
OC22003534,Sold,"All Other Attached, Condominium",16412,Caminito Vecinos,92128,,,2,2,,1372,1974,1,539000,539000,01/17/2022,445000,03/04/2022
210034102,Sold,All Other Attached,268,Rancho,91911,,CHULA VISTA,3,1,1,1228,1977,14,525000,470000,01/02/2022,533000,02/15/2022
210034121,Sold,Detached,910,Stratford,92014,,DEL MAR,5,4,2,4869,2016,35,10850000,10850000,01/03/2022,10500000,03/08/2022
220000002,Sold,Detached,3345,Razuki,91935,,JAMUL,4,4,0,3560,2006,2,1085000,1050000,01/04/2022,1100000,02/16/2022
NDP2200098,Sold,Detached,2059,Arboles,92029,,,3,2,,1625,1981,4,825000,825000,01/05/2022,840000,01/24/2022
220000264,Sold,Detached,2395,Royal Oak,92027,,EAST ESCONDIDO,4,3,0,2842,1962,5,1199900,1199900,01/06/2022,1451000,01/25/2022
210034088,Sold,Detached,2447,Eastridge,91915,1311G5,CHULA VISTA,3,2,1,1642,1994,6,780000,780000,01/01/2022,831000,01/20/2022
PTP2200030,Sold,"All Other Attached, Condominium",6878,Navajo Road,92119,,,2,1,,836,1970,23,389900,389900,01/03/2022,433000,02/25/2022
220000116,Sold,Mobile Home,1010,Palm Canyon,92004,,BORREGO SPRINGS,2,2,0,800,1969,0,20000,20000,01/05/2022,20000,01/24/2022
210034095,Sold,Detached,1371,Mckinley,92027,1130B1,UNKNOWN999,3,1,0,1063,1960,10,615000,608895,01/02/2022,615000,02/02/2022
220000146,Sold,All Other Attached,3719,Balboa,92117,1.25E+07,CLAIREMONT,2,2,1,1042,1982,8,625000,625000,01/05/2022,787777,01/31/2022
220000895,Sold,Detached,563,Chandler,92027,1.11E+08,NORTH ESCONDIDO,4,3,0,2970,2010,0,998300,998300,01/14/2022,1110000,02/15/2022
OC22006298,Sold,"All Other Attached, Condominium",3970,Ingraham,92109,,,2,1,1,958,1969,7,735000,649500,01/12/2022,735000,02/18/2022
220000482,Sold,Detached,2902,Juniper,92104,,NORTH PARK,3,1,0,1255,1925,2,1299000,1299000,01/10/2022,1624000,02/11/2022
NDP2200363,Sold,Detached,1446,Winterwarm,92028,,,3,2,,1880,1988,6,789000,789000,01/13/2022,820000,02/18/2022
SW22004628,Sold,Manufactured Home,809,Discovery Street,92078,,,2,2,,,1971,9,229900,229900,01/09/2022,229900,02/24/2022
PTP2200354,Active,Detached,3636,Wawona,92106,,,3,2,,1441,1958,58,1394000,1395000,01/15/2022,,
NDP2200539,Sold,"All Other Attached, Townhome",1728,Morgans,92078,,,3,2,1,1740,2003,1,770000,770000,01/19/2022,870000,02/10/2022
PTP2200177,Sold,Detached,5361,Roswell,92114,,,4,2,,1610,1956,1,699999,699999,01/08/2022,755000,02/01/2022
PTP2200581,Sold,"All Other Attached, Detached",313,Connecticut,92020,,,3,2,1,1865,2006,4,629000,629000,01/27/2022,660000,03/02/2022
220000407,Sold,All Other Attached,4768,35th,92116,,NORMAL HEIGHTS,2,2,0,897,1980,6,530000,530000,01/08/2022,600000,02/04/2022
210034150,Sold,All Other Attached,10301,Azuaga,92129,,RANCHO PENASQUITOS,2,2,0,881,1991,14,578999,579000,01/03/2022,537000,02/25/2022
220000420,Sold,Townhome,10291,Kerrigan,92071,,SANTEE,2,1,0,800,1982,6,449900,449900,01/08/2022,463000,02/10/2022
PTP2201386,Sold,"All Other Attached, Condominium",1242,River Glen Row,92111,,,2,1,1,1098,1980,0,620000,620000,03/03/2022,625000,03/03/2022
220000111,Sold,All Other Attached,3575,Grove,91945,1270H5,LEMON GROVE,2,2,0,1022,2005,16,445000,400000,01/05/2022,440000,02/11/2022
PTP2200162,Sold,Detached,816,Twining,92154,,,3,2,,1281,1969,5,649900,649900,01/07/2022,650000,01/25/2022
220000192,Sold,All Other Attached,3909,Monroe,92116,1269G4,NORMAL HEIGHTS,2,2,0,836,1997,12,550000,525000,01/06/2022,550000,02/18/2022
220000145,Sold,Detached,4615,Yerba Santa,92115,,SAN DIEGO,6,5,2,5334,1990,0,3625000,3625000,01/05/2022,3200000,02/07/2022
NDP2200151,Sold,"Detached, Condominium",4099,Huerfano Avenue,92117,,,2,1,,748,1970,6,475000,475000,01/06/2022,550000,02/04/2022
220000353,Sold,Townhome,4158,Madera,92057,1086H2,OCEANSIDE,4,3,0,1826,2020,10,700000,700000,01/07/2022,783280,02/14/2022
210034192,Sold,Detached,8966,Cliffridge,92037,1227J3,LA JOLLA,4,3,0,2338,1958,15,2384900,2384900,01/04/2022,2390000,03/11/2022
PTP2200103,Sold,Detached,7679,Topaz Lake,92119,,,4,3,,1824,1964,2,875000,875000,01/05/2022,1025000,01/20/2022
NDP2200144,Sold,"All Other Attached, Townhome",1875,Parliament,92024,,,3,3,,1855,1974,10,2350000,2350000,01/06/2022,2100000,02/18/2022
220000384,Sold,Detached,3359,Avocado Vista,92028,,FALLBROOK,4,3,0,2313,1999,14,745000,745000,01/07/2022,738000,03/03/2022
220000250,Sold,Manufactured Home,23860,Old Manzanita,92027,,EAST ESCONDIDO,3,2,0,2834,2009,18,900000,900000,01/06/2022,922000,02/17/2022
NDP2200117,Sold,Detached,3621,Vista Campana,92057,,,3,2,,1480,1968,7,495000,495000,01/05/2022,502000,02/09/2022
220000342,Sold,All Other Attached,4062,Valeta,92110,,POINT LOMA,2,1,1,976,1969,6,549000,549000,01/07/2022,580000,02/17/2022
PTP2200245,Sold,"All Other Attached, Townhome",7763,Starling,92123,,,2,2,1,1200,1974,5,550000,550000,01/12/2022,600000,02/18/2022
NDP2200282,Sold,"All Other Attached, Condominium",1906,Fairway Circle Dr,92078,,,2,2,,1150,1975,0,600000,600000,01/11/2022,600000,02/04/2022
PTP2200179,Sold,Detached,1326,Pequena,92154,,,4,2,,1396,1970,0,705000,689000,01/14/2022,703000,02/16/2022
220001225,Pending,Detached,2296,Sunshine Mountain,92069,1108H1,SAN MARCOS,2,2,0,2040,2005,26,1875000,1975000,01/20/2022,,
PTP2200948,Sold,Detached,6569,Sunny Brae,92119,,,5,2,1,2822,1968,5,1250000,1250000,02/10/2022,1400000,03/09/2022
220002666,Sold,All Other Attached,3590,Arey,92154,,SAN DIEGO,3,2,0,1071,1976,0,469000,469000,02/07/2022,470000,02/07/2022
PTP2201072,Pending,Detached,4187,Lonnie,92056,,,3,2,0,1040,1962,4,675000,637500,03/02/2022,,
220000220,Sold,Townhome,2325,Element,91915,1331G2,UNKNOWN999,2,2,1,1288,2017,5,635000,635000,01/06/2022,660000,01/25/2022
220000313,Sold,Detached,810,Skysail,92011,1126J5,CARLSBAD WEST,3,2,1,1465,1987,7,1100000,949000,01/07/2022,1075000,02/04/2022
NDP2200195,Sold,Detached,356,Sunrise Cir,92084,,,3,2,1,1960,2022,4,875000,875000,01/07/2022,950000,02/04/2022
220000171,Sold,All Other Attached,2351,Front,92101,,DOWNTOWN,2,3,0,1581,2017,14,1290000,1290000,01/05/2022,1340000,02/15/2022
NDP2200066,Sold,Detached,10241,Jeraback,92131,,,5,3,,2532,1971,9,1400000,999000,01/04/2022,1450000,02/11/2022
NDP2200103,Active,Detached,1731,Grand Avenue,92014,,,5,5,1,3196,2022,70,8495000,8995000,01/05/2022,,
NDP2200112,Sold,"All Other Attached, Condominium",1622,Via Caminar,92078,,,2,2,,1222,1990,6,699900,699900,01/05/2022,722000,02/01/2022
220000282,Sold,All Other Attached,1459,Hemlock,91932,,IMPERIAL BEACH,2,1,1,993,1990,3,499000,499000,01/06/2022,525000,02/28/2022
NDP2200268,Sold,"All Other Attached, Condominium",2305,Rancho Del Oro,92056,,,2,2,,1008,1991,6,524995,524995,01/12/2022,550000,02/11/2022
PTP2200212,Sold,Detached,9164,Lake Valley,92021,,,4,3,,1923,1994,5,919000,919000,01/10/2022,960000,02/01/2022
SW22004398,Sold,Detached,4650,Dulin,92028,,,3,2,,1644,2017,0,540000,540000,01/09/2022,540000,02/09/2022
NDP2200538,Pending,Detached,1463,Anchor,92078,,,5,4,,3068,2006,20,1599000,1450000,01/19/2022,,
PTP2200200,Pending,Manufactured Home,1500,3rd. Ave.,91911,,,3,2,,1040,2006,30,189900,189900,01/04/2022,,
220000848,Sold,Detached,16851,Bellota,92128,1170B3,RANCHO BERNARDO,2,2,0,1402,1964,7,725000,725000,01/14/2022,750000,02/11/2022
220000410,Pending,Detached,868,Muirfield,92058,1.09E+04,OCEANSIDE,4,2,1,1887,1990,11,878900,878900,01/08/2022,,
NDP2200303,Sold,"All Other Attached, Detached",743,Sunset,92081,,,5,4,1,3839,2005,7,1475000,1475000,01/11/2022,1535000,02/17/2022
220000888,Sold,Detached,5942,Printwood,92117,1248J1,CLAIREMONT,5,2,1,2438,1968,5,1100000,1100000,01/14/2022,970000,02/01/2022
220000662,Sold,Manufactured Home,14360,Rios Canyon,92021,,EL CAJON,3,2,0,1248,1991,14,160000,160000,01/12/2022,172000,02/23/2022
SC22007806,Sold,Detached,4741,Ventana,92057,,,3,2,1,2157,2002,2,750000,750000,01/14/2022,754000,02/23/2022
PTP2200169,Sold,Detached,1942,Vereda Ct,92019,,,4,2,,2298,1977,1,950000,950000,01/08/2022,975000,02/07/2022
220000472,Sold,Detached,4513,Kamloop,92117,,CLAIREMONT,3,3,0,2250,1956,3,1050000,1050000,01/10/2022,1198000,01/28/2022
NDP2200264,Pending,Detached,1119,Leonard,92054,,,4,1,1,1310,1951,34,1290000,1290000,01/13/2022,,
CV22010633,Sold,Detached,1101,Stage Coach,92028,,,3,3,1,5299,1991,7,1499000,1499000,01/18/2022,1550000,02/25/2022
220000900,Sold,Detached,19070,Highway 94,91917,,DULZURA,3,2,0,1540,2008,4,700000,598300,01/14/2022,700000,03/01/2022
220001358,Sold,Detached,29757,Nella,92084,,BONSALL,5,3,1,3655,2002,4,1600000,1349900,01/21/2022,1600000,02/22/2022
220000224,Sold,Townhome,7891,Rancho Fanita,92071,1230H7,SANTEE,3,1,1,1323,1974,4,564000,509900,01/06/2022,564000,02/07/2022
210034137,Sold,All Other Attached,8629,Via Mallorca,92037,1228B8,LA JOLLA,2,2,0,1231,1995,10,819000,819000,01/03/2022,910000,02/04/2022
PTP2200037,Sold,"All Other Attached, Condominium",700,E St.,92101,,,2,2,,1389,2007,1,1250000,1250000,01/06/2022,1290000,02/08/2022
PTP2200111,Sold,Detached,5424,Horse Ridge Way,91902,,,4,2,0,1890,1975,6,1099000,1099000,01/12/2022,1220700,02/01/2022
NDP2200177,Pending,"Manufactured Home, Detached",4747,Oak Crest,92028,,,3,2,,1512,2004,46,374700,374700,01/06/2022,,
NDP2200160,Sold,Detached,1191,Caminito Amarillo,92069,,,4,3,,2260,1996,5,899000,899000,01/06/2022,951000,02/02/2022
NDP2201283,Pending,Detached,7310,Golden Star,92011,,,3,2,,2593,1996,2,1599000,1599000,02/12/2022,,
WS22004322,Sold,"All Other Attached, Detached",13627,Glengate,92064,,,3,1,,1000,1938,12,898000,898000,01/29/2022,980000,03/07/2022
220003502,Sold,Detached,2260,Spring Oak,92139,,PARADISE HILLS,4,3,0,1894,1983,5,685000,685000,02/17/2022,825000,03/11/2022
NDP2200122,Active,"All Other Attached, Detached",4929,Desert Vista,92004,,,2,2,,1512,1985,69,258800,258800,01/05/2022,,
220000345,Sold,All Other Attached,2425,Cranston,92025,1130A7,SOUTH ESCONDIDO,2,2,0,1026,1986,7,436900,436900,01/07/2022,455000,02/23/2022
210034189,Sold,All Other Attached,9959,Maya Linda,92126,,MIRA MESA,2,2,0,996,1986,10,479900,479900,01/03/2022,520000,03/01/2022
PTP2200159,Sold,Detached,16965,Manresa Ct,92128,,,3,2,1,1819,1972,4,1415000,1299000,01/07/2022,1400000,01/31/2022
220000136,Sold,Detached,4570,Highland,92115,,TALMADGE,3,1,0,1264,1927,30,925000,925000,01/05/2022,1050000,02/25/2022
NDP2200207,Sold,"Manufactured Home, Detached",9255,Magnolia,92071,,,2,2,,1440,1981,7,299997,299997,01/07/2022,297000,02/11/2022
220000024,Sold,Townhome,2410,Ashford Glen,92027,,EAST ESCONDIDO,3,2,0,1185,1984,5,525000,525000,01/04/2022,575000,01/31/2022
220000319,Sold,Detached,10043,Canyonview,91977,1.27E+09,RANCHO SAN DIEGO,4,3,0,2056,1977,5,810000,795900,01/07/2022,810000,02/15/2022
220000092,Sold,Detached,875,Jefferson,91911,1330A2,CHULA VISTA,3,2,0,1528,1960,9,699900,699900,01/05/2022,737000,02/18/2022
220000343,Sold,Detached,6923,Colorado,91942,1.27E+04,LA MESA,3,2,0,1362,1949,7,850000,850000,01/07/2022,905000,02/03/2022
220000180,Sold,All Other Attached,13310,Carriage Heights,92064,1190D4,UNKNOWN999,2,2,1,1172,1993,6,650000,650000,01/06/2022,650000,02/10/2022
PTP2200128,Sold,Detached,1855,Guizot,92107,,,3,1,1,1447,1951,2,1450000,1299000,01/06/2022,1500000,02/15/2022
220000263,Sold,Detached,2753,Blackton,92105,,EAST SAN DIEGO,4,4,1,2081,1969,5,799000,799000,01/06/2022,910000,02/02/2022
220000091,Sold,Detached,6112,La Pintura,92037,,LA JOLLA,3,3,2,3350,1959,9,3675000,3675000,01/05/2022,3675000,02/16/2022
PTP2200026,Sold,"Detached, Condominium",850,Cypress Point Way,92058,,,3,2,,1193,1986,0,540000,540000,01/06/2022,540000,02/14/2022
NDP2200496,Sold,"All Other Attached, Detached",1835,Milbank Rd.,92024,,,3,2,0,1616,1974,0,1250000,1250000,01/17/2022,1250000,02/10/2022
220000437,Sold,Detached,4838,Academy,92109,1248A5,PACIFIC BEACH,5,4,0,2200,1949,5,1988000,1988000,01/09/2022,2140000,02/09/2022
NDP2200243,Sold,Detached,2912,Starry Night,92029,,,4,3,,2928,2018,16,1250000,1125000,01/20/2022,1300000,03/01/2022
SW22003969,Sold,"All Other Attached, Detached",3167,Calle Osuna,92056,,,2,1,,827,1972,5,484000,484000,01/13/2022,487000,02/14/2022
SW22005909,Sold,Detached,230,Pippin,92028,,,4,3,,1705,1984,4,649888,649888,01/20/2022,700000,02/28/2022
TR22004704,Sold,Detached,5325,Bonita,92114,,,4,2,,1481,1978,4,525000,525000,01/14/2022,605000,01/28/2022
PTP2200181,Pending,Manufactured Home,1100,Industrial Blvd.,91911,,,2,1,0,720,1979,2,105000,105000,01/06/2022,,
PW22003418,Sold,"All Other Attached, Townhome",924,Marlin,92084,,,3,2,,1322,1978,4,495000,495000,01/11/2022,505000,02/03/2022
OC22003756,Sold,Detached,4710,Limerick,92117,,,3,1,,1008,1959,5,774990,749990,01/13/2022,795000,02/01/2022
NDP2200292,Sold,Detached,625,Ray,92026,,,4,2,,1576,1959,6,730000,699000,01/11/2022,725000,02/16/2022
NDP2200285,Active,Detached,4682,Desert Oriole,92004,,,4,5,1,4660,2001,63,1775000,1775000,01/11/2022,,
220001398,Sold,Detached,8122,Lazy River,92127,,RANCHO SANTA FE,3,3,1,3500,2012,0,1850000,1850000,01/21/2022,1850000,01/18/2022
PTP2200139,Sold,"Detached, Condominium",376,Center,91910,,,2,2,,1264,1981,3,449900,399900,01/06/2022,450000,02/17/2022
SW22000464,Active,Detached,1467,Rancho Mia,92028,,,3,3,1,3036,2004,70,1399000,1399000,01/04/2022,,
220000089,Sold,Detached,8626,Almond,92040,,LAKESIDE,3,2,0,1232,1958,4,595000,595000,01/05/2022,543000,02/03/2022
NDP2200140,Sold,Detached,1538,Piedmont,91913,,,3,2,1,1613,2002,7,735000,735000,01/05/2022,800000,02/02/2022
220000359,Active,All Other Attached,3969,Ocean Front,92109,,MISSION BEACH,2,2,0,1002,1995,68,2100000,2295000,01/07/2022,,
210034151,Pending,Detached,445,65th,92114,1290D5,SAN DIEGO,3,2,0,1529,1984,22,600000,649999,01/03/2022,,
220000305,Sold,Detached,617,Hillsview,92020,1251D4,EL CAJON,4,2,1,1216,1952,9,750000,695000,01/07/2022,750000,02/03/2022
210034133,Sold,Detached,3729,8th,92103,,HILLCRESHC,3,2,1,1404,1910,9,1100000,1100000,01/03/2022,1320000,03/02/2022
220000108,Sold,Townhome,316,Antoni Glen,92025,,SOUTH ESCONDIDO,2,2,1,1185,2014,5,525000,525000,01/05/2022,560000,01/31/2022
NDP2200184,Sold,Detached,259,Portia,92084,,,4,2,,1554,1966,13,699000,699000,01/06/2022,750000,02/25/2022
210034082,Active,All Other Attached,1114,Tait,92054,,OCEANSIDE,2,1,1,921,1990,74,1111111,1000000,01/01/2022,,
220000050,Sold,Townhome,1677,Avery,92078,,SAN MARCOS,3,2,1,1515,2003,10,699000,699000,01/04/2022,740000,01/31/2022
PW22000529,Sold,Detached,129,Amigos,92028,,,3,2,,1812,1978,3,749900,749900,01/06/2022,770000,02/01/2022
220000306,Sold,Detached,12957,Golden,92064,1190G5,POWAY,2,1,0,890,1961,6,599000,599000,01/07/2022,640000,02/03/2022
220000336,Sold,All Other Attached,376,Center,91910,1310B6,CHULA VISTA,2,1,1,1068,1981,11,449900,449900,01/07/2022,470000,02/17/2022
210034053,Sold,Detached,3604,Loma,92106,,POINT LOMA,3,1,0,1151,1949,10,1295000,1295000,01/01/2022,1310000,02/23/2022
